Ventilation,Sokets_Plug,Lighting,Other_Electricity,Cooling,Heating
0.351066644,0.11060836,0.108554902,0.114097595,0.292337746,0.023334753
0.40595241,0.082368879,0.122555513,0.197034427,0.170733692,0.021355079
0.453643232,0.114379416,0.42850513,0.001157407,0.001157407,0.001157407
0.110891603,0.058748404,0.039291986,0.643219189,0.109335089,0.038513729
0.290920246,0.071144464,0.098890975,0.420824364,0.088577382,0.029642568
0.190272525,0.096519712,0.140378324,0.465093005,0.07921769,0.028518744
0.05346901,0.340317936,0.477192987,0.001157407,0.001157407,0.126705253
0.116474036,0.174183602,0.705870139,0.001157407,0.001157407,0.001157407
0.312053462,0.07218876,0.134593086,0.314551524,0.143670344,0.022942824
0.879712467,0.029035401,0.032422179,0.001157407,0.036602285,0.02107026
0.18881051,0.097319715,0.04487009,0.465045201,0.14685081,0.057103674
0.524259911,0.064097548,0.070391562,0.085077595,0.255015975,0.001157407
0.172245408,0.06454729,0.066003964,0.001157407,0.67936447,0.01668146
0.194977461,0.076652859,0.042534722,0.457033788,0.192799708,0.036001462
0.027862872,0.080783212,0.030830146,0.630717962,0.18908475,0.040721059
0.060535497,0.103025639,0.046202855,0.606715643,0.13526999,0.048250375
0.046460706,0.084066068,0.063226551,0.587382092,0.174216008,0.044648574
0.024895598,0.077317436,0.026383191,0.730616181,0.139630186,0.001157407
0.051960443,0.089343808,0.037582225,0.635716073,0.138229748,0.047167703
0.046471241,0.125529419,0.05177778,0.577225425,0.149632522,0.049363613
0.316988722,0.060793731,0.067702093,0.384815161,0.107117022,0.062583271
0.473125009,0.073718073,0.090239171,0.173959169,0.130647099,0.058311478
0.200611219,0.073318823,0.112885271,0.330985906,0.092289962,0.189908819
0.352626799,0.083343677,0.124817065,0.298279329,0.120838795,0.020094336
0.197082081,0.103983123,0.136405645,0.450904117,0.08823504,0.023389994
0.395769874,0.105729228,0.13108489,0.25690879,0.084233716,0.026273501
0.532177698,0.119215898,0.125776647,0.118003248,0.078405556,0.026420953
0.147018099,0.12529085,0.123540522,0.502930176,0.076085845,0.025134507
0.189798124,0.076175813,0.097921298,0.544845364,0.066644081,0.02461532
0.057878108,0.087987201,0.033444575,0.603709264,0.172192136,0.044788716
0.198597813,0.581864483,0.216065482,0.001157407,0.001157407,0.001157407
0.621617173,0.079755841,0.113807877,0.001157407,0.149244167,0.034417535
0.202623582,0.562499732,0.231404464,0.001157407,0.001157407,0.001157407
0.099151153,0.605478306,0.291898319,0.001157407,0.001157407,0.001157407
0.259580643,0.109166834,0.119104422,0.389677525,0.098342214,0.024128362
0.100536555,0.064331513,0.042720796,0.001157407,0.77162436,0.019629368
0.242121081,0.085371752,0.029433757,0.001157407,0.61125284,0.030663163
0.306712963,0.663194444,0.02662037,0.001157407,0.001157407,0.001157407
0.390284231,0.065770015,0.072351037,0.001157407,0.436121226,0.034316084
0.243709982,0.091418166,0.101262904,0.001157407,0.541236187,0.021215354
0.211132642,0.064199728,0.051274423,0.001157407,0.658396962,0.013838839
0.124085657,0.063149121,0.054971491,0.001157407,0.743344367,0.013291956
0.15716393,0.056851736,0.04478635,0.001157407,0.724340188,0.015700388
0.080901811,0.172683106,0.090687804,0.033512571,0.548835954,0.073378754
0.080407769,0.240525848,0.082025124,0.001157407,0.520328146,0.075555706
0.106973068,0.261626726,0.089684417,0.001157407,0.44172498,0.098833402
0.117355691,0.208526651,0.109318345,0.001157407,0.480251867,0.083390039
0.108864084,0.242420362,0.074397947,0.001157407,0.468604383,0.104555817
0.080368777,0.208853483,0.076504808,0.096798375,0.447445857,0.0900287
0.089606267,0.205200887,0.105687878,0.098660214,0.415258888,0.085585865
0.10402372,0.224693817,0.094132728,0.15150048,0.325581932,0.100067323
0.105791816,0.30913793,0.116658,0.001157407,0.379231138,0.088023709
0.076073083,0.259200289,0.069413912,0.001157407,0.519747019,0.07440829
0.095928771,0.167015535,0.092846642,0.293712487,0.27104977,0.079446795
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
0.257587792,0.069891325,0.046289155,0.001157407,0.605789286,0.019285034
