"Total_Value","Year","Month","Day","Hour","Ventilation","Sokets_Plug","Lighting","Other_Electricity","Cooling","Heating","Y.Ventilation","Y.Sokets_Plug","Y.Lighting","Y.Other_Electricity","Y.Cooling","Y.Heating"
76.75,2021,6,12,11,6.125,18.5,6.25,0,40.125,5.75,0.0802066996420959,0.240698013431455,0.0818278240238066,0.000771604938271605,0.521152531467407,0.0753433264969639
61.001,2021,6,12,17,6.5,16,5.438,0,27.063,6,0.106833922070899,0.261848077880124,0.0895049711793836,0.000771604938271605,0.442366141639856,0.0986752822914662
69.438,2021,6,12,20,8.125,14.5,7.563,0,33.5,5.75,0.117240746607952,0.208624226994932,0.109184665670308,0.000771604938271605,0.480982835207107,0.08319592058143
57.625,2021,6,12,21,6.25,14,4.25,0,27.125,6,0.108729345759353,0.242596944377494,0.074182868696607,0.000771604938271605,0.469308200101765,0.10441103612651
64.251,2021,6,13,0,5.125,13.438,4.875,6.188,28.875,5.75,0.0801676166446754,0.208951820608643,0.0762946404638752,0.0966355113654377,0.448100353820693,0.0898500570966758
61.751,2021,6,13,2,5.5,12.688,6.5,6.063,25.75,5.25,0.089426639464628,0.205290710041983,0.105545736651238,0.0985016911806896,0.415838357493486,0.0853968651679755
62.75,2021,6,13,9,6.5,14.125,5.875,9.5,20.5,6.25,0.103877699080222,0.224829078746741,0.0939636515665732,0.151465127145738,0.325952363385962,0.0999120800747627
62.875,2021,6,13,13,6.25,25.5,4.875,0,20.75,5.5,0.0997149817146504,0.404460582185897,0.0779474388238471,0.000771604938271605,0.329263615835849,0.0878417765014849
69.75,2021,6,13,14,6.125,24,6.5,0,26.875,6.25,0.0881786804725873,0.343264635603345,0.0935301340767291,0.000771604938271605,0.384292446568432,0.0899624983406345
62.876,2021,6,13,18,6.625,19.5,7.313,0,23.938,5.5,0.10564991627652,0.309470030764059,0.116541429967194,0.000771604938271605,0.379726626344308,0.0878403917096476
74.563,2021,6,13,19,5.625,19.375,5.125,0,38.938,5.5,0.0758619088870576,0.259415985206312,0.0691872152027211,0.000771604938271605,0.520570050299664,0.0741932354659735
61.001,2021,6,13,22,4.375,17,4.063,12.188,18.375,5,0.0721597030083093,0.27816535743899,0.0670687117859432,0.199646608201727,0.30060161683243,0.0823580027326004
71.126,2021,6,14,2,8.75,14.438,6.438,0,35.5,6,0.123223180181372,0.202823701322258,0.0908679753857092,0.000771604938271605,0.497575138781706,0.0847383993906831
60.251,2021,6,14,4,5.75,10.063,5.563,17.75,16.375,4.75,0.0957638810769188,0.167016348378829,0.0926745670529315,0.294008631279313,0.271293086985288,0.0792434852267193
328.688,2021,6,14,10,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,14,14,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,14,15,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,14,17,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,14,21,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,14,22,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,2,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,5,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,6,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,9,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,10,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,12,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,17,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,18,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,15,22,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,16,2,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,16,3,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,16,4,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,16,6,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,16,13,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,16,20,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,16,23,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,17,1,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,17,6,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,17,8,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,17,14,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,17,19,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,0,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,1,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,5,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,8,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,12,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,16,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,17,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,18,22,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,3,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,6,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,8,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,10,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,13,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,20,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,21,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,19,23,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,20,8,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
328.688,2021,6,20,9,84.875,22.75,14.938,0,200.125,6,0.257799729436839,0.0696657414018052,0.0460085548500195,0.000771604938271605,0.606812882290564,0.0189414870825002
