Total_Value,Year,Month,Day,Hour,Ventilation,Sokets_Plug,Lighting,Other_Electricity,Cooling,Heating
140.50099999999998,2021,6,5,9,5.625,12.563,5.125,82.06299999999997,29.125,6.0
115.751,2021,6,5,10,4.625,7.188,3.875,81.563,13.75,4.75
125.75,2021,6,5,11,7.0,14.125,7.375,74.375,17.125,5.75
133.00099999999998,2021,6,5,12,5.0,12.75,6.563,84.31299999999997,18.375,6.0
125.501,2021,6,5,13,3.375,10.063,3.75,79.563,23.75,5.0
121.251,2021,6,5,14,8.375,12.5,8.312999999999999,60.063,25.75,6.25
121.251,2021,6,5,15,7.25,12.438,5.5,73.938,16.375,5.75
113.001,2021,6,5,16,6.5,9.375,3.813,74.563,13.75,5.0
130.001,2021,6,5,17,5.125,13.438,5.75,79.063,20.625,6.0
114.75,2021,6,5,18,6.75,12.0,4.875,49.625,35.25,6.25
104.25,2021,6,5,19,4.875,7.125,3.0,70.625,13.875,4.75
137.001,2021,6,5,20,7.25,16.938,6.938,70.625,29.25,6.0
129.5,2021,6,5,21,4.25,11.5,6.375,77.5,23.875,6.0
115.751,2021,6,5,22,7.375,7.563,3.313,79.625,13.125,4.75
141.251,2021,6,5,23,6.625,15.188,6.438,81.375,25.875,5.75
137.001,2021,6,6,0,6.25,11.438,8.562999999999999,80.875,23.875,6.0
117.001,2021,6,6,1,3.5,6.563,5.0,82.68799999999997,14.25,5.0
126.751,2021,6,6,2,4.0,13.125,5.75,81.813,17.313,4.75
125.501,2021,6,6,3,3.0,9.625,3.188,92.188,17.5,0.0
9.5,2021,6,6,4,2.125,6.0,1.375,0.0,0.0,0.0
126.501,2021,6,6,5,6.25,13.438,7.75,71.188,21.875,6.0
140.75099999999995,2021,6,6,6,8.375,11.5,6.188,87.56299999999997,20.875,6.25
120.751,2021,6,6,7,6.0,8.5,5.063,74.438,21.5,5.25
126.0,2021,6,6,8,6.0,13.625,6.625,75.25,18.5,6.0
129.5,2021,6,6,9,6.625,11.5,4.75,82.75,17.875,6.0
132.00099999999998,2021,6,6,10,4.875,12.438,5.25,82.18799999999997,21.75,5.5
129.251,2021,6,6,11,7.25,17.75,7.438,71.938,19.125,5.75
130.501,2021,6,6,12,5.875,21.688,3.875,75.063,18.0,6.0
140.00099999999998,2021,6,6,13,3.875,21.188,5.5,88.93799999999997,15.0,5.5
136.751,2021,6,6,14,8.875,25.188,5.625,54.875,35.938,6.25
121.25,2021,6,6,15,5.125,16.875,5.25,71.75,16.5,5.75
112.751,2021,6,6,16,7.75,18.0,5.438,61.188,14.625,5.75
149.0,2021,6,6,17,6.375,20.875,7.875,81.625,26.25,6.0
130.75,2021,6,6,18,5.875,18.25,5.0,70.25,25.625,5.75
123.75,2021,6,6,19,7.5,15.0,4.125,74.625,16.75,5.75
138.25,2021,6,6,20,6.125,20.0,7.0,78.5,20.875,5.75
149.50099999999995,2021,6,6,21,6.375,16.875,5.438,86.93799999999997,27.875,6.0
121.001,2021,6,6,22,7.125,13.125,3.813,70.188,21.25,5.5
128.751,2021,6,6,23,5.875,16.125,6.563,74.688,19.25,6.25
139.75099999999998,2021,6,7,0,6.125,12.375,5.188,92.563,17.75,5.75
136.25099999999998,2021,6,7,1,6.25,8.562999999999999,4.75,90.313,21.125,5.25
128.001,2021,6,7,2,6.875,15.563,6.938,66.375,25.75,6.5
131.75099999999998,2021,6,7,3,3.625,12.125,4.438,86.31299999999997,18.0,7.25
142.50099999999995,2021,6,7,4,7.25,12.125,7.188,85.68799999999997,25.25,5.0
128.751,2021,6,7,5,7.75,11.438,5.438,74.25,24.125,5.75
140.751,2021,6,7,6,2.375,10.063,5.813,98.25,18.0,6.25
173.75,2021,6,7,7,2.375,8.375,4.875,136.125,16.75,5.25
217.25,2021,6,7,8,49.125,16.125,16.625,95.25,25.875,14.25
242.501,2021,6,7,9,77.125,14.563,16.25,93.688,25.875,15.0
278.001,2021,6,7,10,132.125,20.313,24.938,48.375,36.25,16.0
310.251,2021,6,7,11,78.5,31.688,35.438,115.625,33.75,15.25
382.751,2021,6,7,12,76.875,27.813,43.063,127.125,35.125,72.75
327.751,2021,6,7,13,116.0,27.125,40.813,98.063,39.5,6.25
309.001,2021,6,7,14,46.875,49.063,42.563,95.875,66.625,8.0
336.001,2021,6,7,15,104.75,39.813,40.563,44.75,97.625,8.5
301.001,2021,6,7,16,80.625,34.5,36.938,80.5,62.438,6.0
272.251,2021,6,7,17,98.25,26.375,39.5,72.188,29.688,6.25
268.0,2021,6,7,18,52.875,27.75,36.5,121.375,23.5,6.0
257.001,2021,6,7,19,102.125,27.063,33.625,66.188,21.5,6.5
261.751,2021,6,7,20,65.375,27.938,28.563,105.625,28.0,6.25
224.75,2021,6,7,21,80.0,22.0,18.0,70.5,28.0,6.25
191.251,2021,6,7,22,14.125,15.563,7.25,133.563,15.0,5.75
190.00099999999998,2021,6,7,23,97.0,16.438,7.438,44.25,18.375,6.5
157.001,2021,6,8,0,71.0,15.313,4.313,35.75,24.625,6.0
121.25,2021,6,8,1,8.0,11.25,2.5,77.375,16.375,5.75
128.251,2021,6,8,2,11.0,13.063,4.188,73.75,20.5,5.75
125.501,2021,6,8,3,5.625,11.0,5.063,73.75,23.563,6.5
121.251,2021,6,8,4,2.875,8.5,3.938,82.625,17.063,6.25
129.75,2021,6,8,5,14.75,15.625,7.75,64.875,20.5,6.25
135.251,2021,6,8,6,10.125,11.313,3.438,76.25,28.375,5.75
156.25099999999995,2021,6,8,7,24.0,11.375,4.563,92.438,17.625,6.25
217.00099999999998,2021,6,8,8,56.625,12.438,12.313,103.125,26.5,6.0
223.001,2021,6,8,9,59.75,14.313,13.125,109.813,20.0,6.0
244.25099999999998,2021,6,8,10,66.875,18.438,17.563,118.75,15.875,6.75
256.75,2021,6,8,11,110.0,29.375,30.375,63.0,17.75,6.25
278.501,2021,6,8,12,19.625,27.125,32.063,175.313,17.875,6.5
264.501,2021,6,8,13,18.0,27.063,32.813,163.75,15.375,7.5
275.751,2021,6,8,14,166.5,30.813,32.563,0.0,34.125,11.75
281.751,2021,6,8,15,94.25,25.375,31.313,85.81299999999997,32.25,12.75
255.501,2021,6,8,16,136.625,30.375,32.063,30.063,19.875,6.5
248.501,2021,6,8,17,36.5,31.063,30.625,125.563,18.75,6.0
257.751,2021,6,8,18,50.375,24.375,27.938,131.313,16.5,7.25
241.25099999999998,2021,6,8,19,64.125,23.813,28.813,103.125,15.625,5.75
254.001,2021,6,8,20,48.25,19.188,24.75,139.063,16.75,6.0
292.25,2021,6,8,21,183.375,20.625,19.0,0.0,63.25,6.0
189.75099999999998,2021,6,8,22,41.125,16.563,8.312999999999999,99.5,18.0,6.25
181.25099999999998,2021,6,8,23,88.375,17.813,5.25,46.688,17.375,5.75
168.50099999999998,2021,6,9,0,39.75,14.375,5.938,77.313,25.125,6.0
122.001,2021,6,9,1,5.625,9.813,3.375,80.063,17.125,6.0
122.751,2021,6,9,2,13.375,17.25,5.688,62.813,17.375,6.25
135.751,2021,6,9,3,10.125,13.813,4.375,77.063,24.625,5.75
125.0,2021,6,9,4,5.625,9.875,3.625,78.75,21.125,6.0
124.5,2021,6,9,5,6.25,13.25,5.125,68.75,25.125,6.0
142.25099999999995,2021,6,9,6,8.125,12.438,4.625,86.31299999999997,24.5,6.25
159.25099999999995,2021,6,9,7,15.625,9.188,4.625,106.563,17.5,5.75
202.0,2021,6,9,8,79.125,18.75,9.75,70.875,17.5,6.0
233.251,2021,6,9,9,68.75,16.875,12.688,109.188,19.0,6.75
253.751,2021,6,9,10,78.875,16.938,19.75,101.688,29.75,6.75
10.687999999999999,2021,6,9,11,2.125,6.25,2.313,0.0,0.0,0.0
304.501,2021,6,9,12,83.5,29.75,37.563,110.438,35.75,7.5
288.25,2021,6,9,13,29.0,26.75,35.375,162.875,27.0,7.25
7.625,2021,6,9,14,1.375,4.5,1.75,0.0,0.0,0.0
313.501,2021,6,9,15,195.875,24.813,35.563,0.0,46.75,10.5
286.501,2021,6,9,16,77.25,32.813,36.313,102.75,27.875,9.5
10.562999999999999,2021,6,9,17,0.75,8.625,1.188,0.0,0.0,0.0
269.501,2021,6,9,18,72.5,31.313,29.563,85.75,44.375,6.0
256.751,2021,6,9,19,107.25,23.688,27.563,63.0,28.5,6.75
12.063,2021,6,9,20,1.0,8.187999999999999,2.875,0.0,0.0,0.0
233.75099999999998,2021,6,9,21,74.875,20.938,20.563,78.375,32.75,6.25
199.0,2021,6,9,22,76.875,17.25,11.125,69.375,18.375,6.0
5.751,2021,6,9,23,1.125,4.313,0.313,0.0,0.0,0.0
165.75099999999998,2021,6,10,0,54.25,12.563,7.563,62.25,23.375,5.75
125.251,2021,6,10,1,3.5,10.313,5.188,84.625,15.375,6.25
8.062999999999999,2021,6,10,2,1.125,1.75,5.188,0.0,0.0,0.0
135.001,2021,6,10,3,10.75,13.938,7.125,72.688,24.5,6.0
124.751,2021,6,10,4,4.75,12.875,5.188,77.563,18.625,5.75
4.688,2021,6,10,5,1.375,3.125,0.188,0.0,0.0,0.0
145.002,2021,6,10,6,8.625,25.563,6.563,69.313,28.938,6.0
162.5,2021,6,10,7,30.75,14.75,7.0,83.75,20.25,6.0
4.3130000000000015,2021,6,10,8,0.875,2.438,1.0,0.0,0.0,0.0
233.00099999999998,2021,6,10,9,90.75,16.125,17.688,74.188,26.25,8.0
254.50099999999998,2021,6,10,10,82.25,18.188,24.688,104.0,15.375,10.0
16.938,2021,6,10,11,1.5,10.125,5.313,0.0,0.0,0.0
284.751,2021,6,10,12,109.375,32.0,37.063,68.063,29.5,8.75
269.001,2021,6,10,13,85.875,26.438,37.563,93.625,19.0,6.5
19.001,2021,6,10,14,1.875,11.563,5.563,0.0,0.0,0.0
273.751,2021,6,10,15,129.875,26.563,36.563,37.75,34.25,8.75
281.001,2021,6,10,16,73.125,30.563,33.375,109.938,27.5,6.5
15.938,2021,6,10,17,1.0,9.75,5.188,0.0,0.0,0.0
285.813,2021,6,10,18,108.5,32.375,33.063,0.0,106.125,5.75
358.125,2021,6,10,19,99.125,23.5,29.0,0.0,200.5,6.0
14.875,2021,6,10,20,1.5,8.25,5.125,0.0,0.0,0.0
336.001,2021,6,10,21,33.625,21.375,14.063,0.0,260.688,6.25
348.126,2021,6,10,22,97.75,14.813,10.813,0.0,219.0,5.75
7.625999999999999,2021,6,10,23,1.25,5.688,0.688,0.0,0.0,0.0
201.938,2021,6,11,0,49.0,17.125,5.75,0.0,124.063,6.0
91.43799999999999,2021,6,11,1,19.125,9.625,4.813,0.0,51.625,6.25
6.001,2021,6,11,2,1.625,3.938,0.438,0.0,0.0,0.0
80.501,2021,6,11,3,7.0,15.813,8.312999999999999,1.25,42.125,6.0
77.5,2021,6,11,4,5.5,11.25,4.5,18.75,31.5,6.0
4.875,2021,6,11,5,1.5,3.25,0.125,0.0,0.0,0.0
124.626,2021,6,11,6,5.125,15.813,6.125,0.0,91.813,5.75
89.56299999999999,2021,6,11,7,18.5,10.5,6.438,0.0,48.375,5.75
7.938,2021,6,11,8,2.5,5.125,0.313,0.0,0.0,0.0
254.563,2021,6,11,9,99.75,16.563,18.25,0.0,111.5,8.5
206.001,2021,6,11,10,89.625,21.188,20.625,0.0,67.813,6.75
202.00099999999998,2021,6,11,11,75.5,22.813,27.063,0.0,70.125,6.5
334.18800000000005,2021,6,11,12,81.625,30.375,33.688,0.0,181.75,6.75
270.063,2021,6,11,13,67.625,20.875,20.0,0.0,158.063,3.5
293.313,2021,6,11,14,42.75,32.875,36.5,0.0,171.688,9.5
439.439,2021,6,11,15,45.75,29.313,32.313,0.0,324.063,8.0
509.001,2021,6,11,16,107.625,32.313,25.688,0.0,336.875,6.5
425.68800000000005,2021,6,11,17,79.375,26.75,25.313,0.0,288.0,6.25
470.5630000000001,2021,6,11,18,58.25,29.375,25.5,0.0,351.6880000000001,5.75
282.563,2021,6,11,19,39.375,20.0,17.438,0.0,202.0,3.75
481.31300000000005,2021,6,11,20,89.75,22.563,18.25,0.0,344.75,6.0
375.56300000000005,2021,6,11,21,59.0,21.063,16.5,0.0,273.5,5.5
249.751,2021,6,11,22,60.125,11.25,8.312999999999999,0.0,166.063,4.0
265.563,2021,6,11,23,74.0,17.813,6.875,0.0,160.625,6.25
246.188,2021,6,12,0,46.5,14.625,6.0,0.0,173.313,5.75
54.875,2021,6,12,1,5.125,10.0,2.75,0.0,33.0,4.0
115.375,2021,6,12,2,5.75,15.625,6.5,0.0,81.5,6.0
106.501,2021,6,12,3,7.625,12.438,4.625,0.0,75.563,6.25
56.75100000000001,2021,6,12,4,4.0,8.375,2.563,0.0,38.063,3.75
82.501,2021,6,12,5,6.625,14.25,7.438,2.688,45.5,6.0
77.001,2021,6,12,6,6.25,12.438,6.375,12.188,33.75,6.0
52.001000000000005,2021,6,12,7,4.75,9.125,4.063,8.937999999999997,21.125,4.0
148.75099999999995,2021,6,12,8,5.5,11.938,4.875,0.0,120.688,5.75
77.251,2021,6,12,9,7.75,12.438,4.375,9.688,37.75,5.25
49.501000000000005,2021,6,12,10,5.0,10.063,5.0,7.563,18.375,3.5
76.75,2021,6,12,11,6.125,18.5,6.25,0.0,40.125,5.75
62.25,2021,6,12,12,7.0,11.0,4.625,0.0,33.375,6.25
35.501,2021,6,12,13,3.625,8.437999999999999,5.625,2.563,11.25,4.0
58.313,2021,6,12,14,7.5,16.0,4.938,0.0,23.875,6.0
54.313,2021,6,12,15,6.375,12.563,4.875,0.0,24.75,5.75
33.251,2021,6,12,16,3.25,8.687999999999999,4.0,1.5630000000000002,11.5,4.25
61.00100000000001,2021,6,12,17,6.5,16.0,5.438,0.0,27.063,6.0
59.063,2021,6,12,18,6.625,12.375,5.688,0.0,28.875,5.5
33.001,2021,6,12,19,3.875,10.688,2.563,0.625,11.25,4.0
69.438,2021,6,12,20,8.125,14.5,7.563,0.0,33.5,5.75
57.625,2021,6,12,21,6.25,14.0,4.25,0.0,27.125,6.0
43.501000000000005,2021,6,12,22,3.5,8.812999999999997,4.188,2.875,20.125,4.0
61.751000000000005,2021,6,12,23,7.875,15.688,6.063,9.875,16.5,5.75
64.251,2021,6,13,0,5.125,13.438,4.875,6.188,28.875,5.75
44.001000000000005,2021,6,13,1,4.75,9.438,4.25,7.438,13.625,4.5
61.751000000000005,2021,6,13,2,5.5,12.688,6.5,6.063,25.75,5.25
64.75,2021,6,13,3,4.875,12.125,6.875,8.375,26.25,6.25
42.0,2021,6,13,4,5.75,9.375,3.0,9.5,10.375,4.0
61.75100000000001,2021,6,13,5,7.125,15.688,6.5,0.5,26.188,5.75
64.75200000000001,2021,6,13,6,7.125,13.563,5.688,7.063,26.063,5.25
61.751000000000005,2021,6,13,7,5.125,10.063,5.438,20.0,15.875,5.25
60.501000000000005,2021,6,13,8,7.0,15.875,5.688,4.063,21.875,6.0
62.75,2021,6,13,9,6.5,14.125,5.875,9.5,20.5,6.25
61.5,2021,6,13,10,6.875,16.625,5.125,6.0,21.875,5.0
60.75,2021,6,13,11,6.25,20.125,4.875,5.75,18.5,5.25
61.75,2021,6,13,12,5.875,21.0,5.0,3.25,20.875,5.75
62.875,2021,6,13,13,6.25,25.5,4.875,0.0,20.75,5.5
69.75,2021,6,13,14,6.125,24.0,6.5,0.0,26.875,6.25
64.938,2021,6,13,15,6.875,20.313,5.0,0.0,26.75,6.0
52.62600000000001,2021,6,13,16,6.875,20.688,3.688,0.0,15.875,5.5
71.375,2021,6,13,17,6.625,20.375,7.875,0.0,31.0,5.5
62.87600000000001,2021,6,13,18,6.625,19.5,7.313,0.0,23.938,5.5
74.563,2021,6,13,19,5.625,19.375,5.125,0.0,38.938,5.5
59.563,2021,6,13,20,5.125,19.813,6.875,0.0,21.5,6.25
74.688,2021,6,13,21,8.375,19.75,6.063,0.0,34.75,5.75
61.001000000000005,2021,6,13,22,4.375,17.0,4.063,12.188,18.375,5.0
63.751000000000005,2021,6,13,23,7.5,17.563,6.563,2.875,23.5,5.75
64.251,2021,6,14,0,6.375,15.313,5.875,7.938,23.0,5.75
63.251000000000005,2021,6,14,1,5.375,12.688,5.125,11.813,22.0,6.25
71.126,2021,6,14,2,8.75,14.438,6.438,0.0,35.5,6.0
64.001,2021,6,14,3,5.875,12.688,5.438,13.25,19.25,7.5
60.251000000000005,2021,6,14,4,5.75,10.063,5.563,17.75,16.375,4.75
64.001,2021,6,14,5,6.5,14.0,5.563,6.688,26.25,5.0
66.251,2021,6,14,6,7.75,13.313,5.625,3.313,30.5,5.75
71.251,2021,6,14,7,14.75,11.25,6.188,9.313,23.5,6.25
94.18799999999999,2021,6,14,8,28.875,20.125,11.313,0.0,28.125,5.75
203.25,2021,6,14,9,118.125,16.375,13.25,0.0,48.5,7.0
328.68800000000005,2021,6,14,10,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,11,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,12,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,13,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,14,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,15,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,16,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,17,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,18,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,19,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,20,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,21,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,22,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,14,23,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,0,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,1,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,2,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,3,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,4,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,5,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,6,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,7,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,8,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,9,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,10,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,11,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,12,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,13,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,14,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,15,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,16,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,17,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,18,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,19,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,20,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,21,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,22,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,15,23,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,0,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,1,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,2,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,3,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,4,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,5,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,6,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,7,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,8,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,9,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,10,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,11,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,12,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,13,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,14,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,15,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,16,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,17,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,18,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,19,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,20,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,21,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,22,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,16,23,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,0,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,1,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,2,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,3,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,4,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,5,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,6,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,7,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,8,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,9,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,10,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,11,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,12,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,13,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,14,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,15,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,16,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,17,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,18,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,19,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,20,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,21,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,22,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,17,23,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,0,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,1,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,2,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,3,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,4,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,5,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,6,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,7,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,8,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,9,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,10,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,11,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,12,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,13,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,14,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,15,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,16,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,17,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,18,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,19,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,20,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,21,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,22,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,18,23,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,0,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,1,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,2,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,3,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,4,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,5,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,6,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,7,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,8,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,9,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,10,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,11,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,12,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,13,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,14,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,15,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,16,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,17,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,18,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,19,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,20,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,21,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,22,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,19,23,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,20,0,84.875,22.75,14.938,0.0,200.125,6.0
328.68800000000005,2021,6,20,1,84.875,22.75,14.938,0.0,200.125,6.0
