"Ventilation","Sokets_Plug","Lighting","Other_Electricity","Cooling","Heating"
0.241182107961775,0.182757927578835,0.144819614711766,0.0967821576045403,0.237107468312803,0.0973507238302815
0.161235038563974,0.25095444744722,0.179677545382932,0.182363870552036,0.102971788161587,0.122797309892252
0.291795610838897,0.131854281075168,0.115458943973222,0.0495342153189536,0.340274048911754,0.0710828998820046
0.171797027252954,0.211333687603472,0.147312838688771,0.179106005529168,0.171939543800112,0.118510897125522
0.177877971009059,0.2149267476361,0.15236021034868,0.169958926344646,0.167184529521562,0.117691615139952
0.182905704315495,0.23454548790642,0.171981389157019,0.158864423728544,0.133545057157776,0.118157937734746
0.152291710402433,0.25609218307104,0.181276642500993,0.192952990532945,0.0930985529828732,0.124287920509716
0.155480139569111,0.260747957899179,0.187283992081873,0.184620864750629,0.08849464759646,0.123372398102748
0.173956840446613,0.20960614692905,0.146555425516469,0.175929847112847,0.176151291690411,0.11780044830461
0.19521300109509,0.196950333311217,0.142703812977204,0.146078525365023,0.208178473947633,0.110875853303832
0.209099349590842,0.202542263534357,0.151888530404449,0.130490795965832,0.197198512910548,0.108780547593972
0.207287816432473,0.210088951562024,0.157986254142548,0.132750732381447,0.18150041461474,0.110385830866769
0.209602445273217,0.210912342507613,0.159526374239968,0.130154443415728,0.17984727351889,0.109957121044584
0.212556899670369,0.2219695455056,0.170968412919158,0.125924789336545,0.15814550181598,0.110434850752348
0.210389701522973,0.226249030434521,0.174334475603918,0.127511993789507,0.150257610021029,0.111257188628053
0.269361044899838,0.17564390239779,0.147089343233488,0.0752190569217272,0.243155659493085,0.0895309930540717
0.218630239474731,0.229557057184186,0.180897744979581,0.117960542761466,0.143595827008105,0.109358588591931
0.22344742574421,0.228162107431946,0.181395346672444,0.1133986823858,0.145510258534249,0.108086179231351
0.198728821114578,0.193540545794153,0.140965504840457,0.141197444264817,0.216202632832686,0.10936505115331
0.197654450457562,0.200921516234087,0.146801369146474,0.143600515747719,0.199920694294104,0.111101454120054
0.203896509225288,0.198157840496424,0.146435834136276,0.135892194353604,0.2064599383221,0.109157683466308
